goodreads_book_id,tag_id,count
112,26897,128
112,28247,113
112,5207,111
112,7457,110
112,27199,98
112,12479,95
112,30574,88
112,11370,79
112,18045,79
112,26842,73
112,26816,73
112,22753,67
112,8717,66
112,3389,61
112,22034,53
112,28300,49
112,14278,44
112,20849,42
112,17213,42
112,10729,41
112,10013,41
112,7404,40
112,27403,40
112,10210,39
112,21989,37
112,5090,36
112,10197,34
112,26774,34
112,10009,34
112,30521,33
112,29190,33
112,24960,31
112,22944,31
112,20774,30
112,25647,29
112,3392,28
112,18367,28
112,26838,28
112,11287,28
112,10644,27
112,3358,27
112,28235,27
112,12940,26
112,23931,26
112,2277,25
112,23471,25
112,23694,25
112,1691,24
112,15301,24
112,12475,24
112,11376,23
112,22689,21
112,10094,21
112,26884,21
112,6122,21
112,14280,21
112,15169,20
112,3371,20
112,24447,18
112,31557,18
112,27401,18
112,7308,18
112,8573,18
112,923,17
112,14064,16
112,1642,16
112,1416,16
112,461,16
112,7307,16
112,11372,16
112,2450,16
112,29163,15
112,1659,14
112,7433,14
112,25277,14
112,27535,13
112,27412,13
112,25765,12
112,5444,12
112,14764,12
112,2313,12
112,30672,12
112,10093,12
112,23349,12
112,30573,11
112,28298,11
112,11379,11
112,26432,11
112,7435,11
117,30574,12731
117,26837,1535
117,26771,1151
117,11743,501
117,8717,469
117,10007,331
117,26894,294
117,22743,235
117,11305,229
117,27398,164
117,9221,161
117,11557,147
117,26785,140
117,27199,78
117,5207,75
117,26897,74
117,12479,74
117,28247,71
117,7457,68
117,18045,50
117,26816,48
117,11370,45
117,22753,40
117,10013,38
117,3389,32
117,30521,32
117,26842,32
117,22034,30
117,10210,29
117,17213,28
117,5090,26
117,10009,25
117,20849,24
117,10197,24
117,27403,24
117,14278,23
117,28300,22
117,25647,22
117,10644,19
117,21989,19
117,28235,19
117,26838,19
117,1691,18
117,10094,18
117,20774,17
117,26774,17
117,14280,17
117,22689,16
117,18367,16
117,22944,16
117,6122,16
117,10729,16
117,2277,15
117,7404,15
117,3358,15
117,23471,15
117,26884,15
117,11287,15
117,3392,14
117,15169,13
117,22545,13
117,24960,12
117,14764,11
117,12940,11
117,31557,11
117,3371,10
117,1416,10
117,23931,10
117,27412,10
117,27401,10
117,7307,10
117,7308,10
117,22310,10
117,30672,9
117,923,9
117,7433,9
117,15301,9
117,21953,9
117,11379,9
117,23694,9
117,27535,8
117,2313,8
117,1642,8
117,18130,8
117,30551,8
117,11978,8
117,28298,8
117,26063,8
117,26432,8
117,23711,8
117,25167,7
117,5444,7
117,14064,7
117,1659,7
117,26697,7
117,2067,7
117,25277,7
117,11376,6
117,22816,6
117,15378,6
291,30574,161
291,23831,63
291,22034,50
291,18367,38
291,7457,36
291,23471,32
291,2828,30
291,5207,25
291,26138,22
291,33390,22
291,22753,20
291,28384,20
291,16841,17
291,17069,14
291,20849,13
291,11497,11
291,8717,10
291,15169,10
291,10094,9
291,33410,9
291,10093,8
291,21689,8
291,15392,8
291,2829,8
291,20774,7
291,11978,7
291,2835,7
291,10644,6
291,5090,6
291,9886,6
291,33910,6
291,29543,6
291,26630,6
291,9221,5
291,22689,5
291,18045,5
291,10197,5
291,7404,5
291,10210,5
291,28341,5
291,2838,5
291,33825,5
291,33559,5
291,17827,5
291,33665,5
291,11305,4
291,11574,4
291,32586,4
291,5481,4
291,33819,4
291,34206,4
291,2833,4
291,13167,4
291,11590,3
291,18640,3
291,15626,3
291,20731,3
291,32099,3
291,25647,3
291,34155,3
291,34031,3
291,23816,3
291,809,3
291,24608,3
291,33440,3
291,33534,3
291,33418,3
291,29683,3
291,25765,2
291,25151,2
291,9738,2
291,2277,2
291,33777,2
291,923,2
291,12940,2
291,33760,2
291,9638,2
291,32088,2
291,26194,2
291,30590,2
291,20125,2
291,34153,2
291,34176,2
291,19961,2
291,18991,2
291,15215,2
291,3216,2
291,33666,2
291,34003,2
291,33860,2
291,30820,2
291,34180,2
291,33994,2
291,12221,2
291,25157,2
291,20430,2
291,33640,2
291,18199,2
291,5274,2
291,33424,2
304,7457,830
304,8717,571
304,11743,349
304,30574,323
304,7404,122
304,11557,114
304,509,112
304,31859,90
304,240,86
304,22743,71
304,5751,71
304,18367,63
304,14487,56
304,5207,53
304,5776,50
304,17213,47
304,22034,46
304,26138,45
304,236,43
304,10641,38
304,251,37
304,13060,33
304,16383,32
304,7423,30
304,10658,28
304,9221,25
304,261,24
304,22753,21
304,30635,21
304,7478,20
304,5746,20
304,10644,19
304,14467,19
304,248,19
304,18045,18
304,32586,18
304,21989,17
304,272,17
304,5775,17
304,10210,16
304,18326,15
304,10093,15
304,7422,15
304,32724,15
304,31864,15
304,11590,14
304,30521,14
304,20849,13
304,371,13
304,10197,12
304,26735,12
304,254,12
304,7417,12
304,16680,12
304,23233,12
304,31863,12
304,3392,10
304,1642,10
304,11643,10
304,1659,10
304,13759,10
304,522,10
304,384,10
304,10428,10
304,3389,9
304,30672,9
304,29316,9
304,25647,9
304,521,9
304,31868,9
304,31869,9
304,5747,8
304,23229,8
304,7427,8
304,21597,8
304,31862,8
304,1416,7
304,31505,7
304,11834,7
304,31430,7
304,10657,7
304,518,7
304,20774,6
304,3371,6
304,25151,6
304,12948,6
304,17217,6
304,10094,6
304,32686,6
304,20811,6
304,11644,6
304,506,6
304,29716,6
304,22696,6
304,13479,6
304,512,6
304,19524,5
304,23349,5
304,22733,5
304,10091,5
350,26837,4665
350,30574,4020
350,26771,3641
350,8717,3012
350,11743,2069
350,11557,1291
350,7457,914
350,26894,846
350,26785,480
350,22743,445
350,11305,424
350,27398,397
350,7404,264
350,26897,207
350,9221,178
350,5207,162
350,26842,154
350,22034,144
350,23471,136
350,28300,135
350,3389,132
350,11370,130
350,240,125
350,26816,125
350,18045,121
350,25647,118
350,1416,113
350,236,105
350,30521,104
350,14983,104
350,14209,101
350,18367,87
350,17213,86
350,26774,82
350,22753,79
350,2277,79
350,14988,79
350,4949,75
350,15006,75
350,21989,74
350,27403,74
350,3392,72
350,1642,70
350,3371,67
350,10197,67
350,2056,66
350,251,63
350,32586,60
350,27412,58
350,26004,58
350,31505,56
350,26838,56
350,11590,54
350,11376,52
350,20849,50
350,30672,49
350,14995,49
350,26884,48
350,7433,47
350,9477,46
350,10210,44
350,923,43
350,3358,43
350,24960,42
350,10644,41
350,5090,40
350,30573,40
350,26020,39
350,450,38
350,2104,36
350,27535,36
350,9484,36
350,11287,36
350,30800,35
350,26808,35
350,10059,35
350,9638,34
350,19335,34
350,11497,33
350,261,33
350,27401,33
350,20774,32
350,1659,32
350,248,32
350,22689,31
350,10064,31
350,15169,30
350,25506,30
350,12869,30
350,3379,29
350,254,29
350,19524,29
350,2313,28
350,3377,28
350,7423,27
350,22330,27
350,12868,27
350,11505,26
350,15005,26
350,7435,26
355,30574,2841
355,26837,484
355,26771,326
355,11743,240
355,11305,217
355,22743,93
355,26894,90
355,11557,84
355,9221,78
355,8717,71
355,27398,61
355,14209,47
355,15048,45
355,26785,43
355,25647,39
355,26842,26
355,5207,22
355,18045,22
355,28300,22
355,26004,22
355,26897,20
355,1691,18
355,7725,18
355,11370,17
355,26020,17
355,26636,16
355,26816,15
355,22034,14
355,20849,12
355,21989,12
355,22753,11
355,20774,11
355,10197,10
355,2277,9
355,22944,9
355,26838,9
355,27401,9
355,3389,8
355,7404,8
355,26884,8
355,27403,8
355,27412,8
355,2175,8
355,24960,7
355,15169,7
355,3392,7
355,3371,7
355,14210,7
355,31617,6
355,5090,6
355,11978,6
355,15067,6
355,25685,6
355,18497,6
355,26772,6
355,26138,5
355,30573,5
355,12940,5
355,31557,5
355,26774,5
355,15003,5
355,18500,5
355,7457,4
355,27535,4
355,14064,4
355,10210,4
355,10094,4
355,23471,4
355,5180,4
355,5481,4
355,7654,4
355,28235,4
355,6122,4
355,14983,4
355,15002,4
355,13962,4
355,26895,4
355,28298,4
355,21953,4
355,11287,4
355,22439,4
355,14211,4
355,20797,3
355,25506,3
355,1416,3
355,31505,3
355,7433,3
355,11376,3
355,473,3
355,22733,3
355,20287,3
355,12663,3
355,22933,3
355,28283,3
355,23549,3
355,24051,3
355,14092,3
355,30464,3
355,9650,3
355,22378,3
359,30574,2651
359,26837,505
359,26771,422
359,11305,198
359,22743,187
359,15067,172
359,21689,160
359,11743,155
359,8717,151
359,11557,140
359,7725,113
359,9221,99
359,26894,95
359,27669,90
359,5207,81
359,10891,76
359,15048,73
359,26785,51
359,21773,49
359,12680,49
359,27398,45
359,26816,44
359,9801,43
359,20939,36
359,3392,33
359,3389,32
359,5751,32
359,26897,32
359,4605,30
359,22753,29
359,18045,29
359,27199,26
359,30521,26
359,11370,25
359,10644,23
359,20774,21
359,20849,21
359,26842,21
359,17213,20
359,15169,19
359,10197,19
359,10210,19
359,32586,17
359,11590,16
359,22034,16
359,1581,15
359,5090,14
359,21989,14
359,3371,13
359,3358,13
359,7654,13
359,12948,12
359,3379,12
359,26838,12
359,18367,11
359,2690,11
359,31557,11
359,26636,11
359,9526,11
359,1691,10
359,27556,10
359,11376,10
359,12663,10
359,1582,10
359,22545,9
359,14064,9
359,14764,9
359,1642,9
359,11503,9
359,23471,9
359,11978,9
359,27656,9
359,28751,9
359,15060,9
359,21953,9
359,27682,8
359,28300,8
359,26884,8
359,5776,8
359,13962,8
359,2687,8
359,7457,7
359,22689,7
359,5444,7
359,1659,7
359,5481,7
359,22333,7
359,27403,7
359,26774,7
359,6122,7
359,25647,7
359,22758,7
359,22733,7
359,11287,7
359,20781,6
359,30672,6
359,10093,6
359,25149,6
359,27412,6
359,22816,6
629,30574,15855
629,8717,10483
629,23471,2932
629,11743,1374
629,21689,1196
629,11557,1020
629,7457,494
629,21773,441
629,22743,365
629,28384,305
629,31155,297
629,1416,230
629,5207,209
629,24526,195
629,19733,184
629,18367,181
629,28341,165
629,25647,157
629,5870,144
629,31505,141
629,9221,129
629,33244,122
629,27095,121
629,22034,120
629,7404,117
629,4605,115
629,22753,107
629,18045,102
629,30521,94
629,17213,93
629,2277,90
629,4949,90
629,20849,84
629,9477,82
629,27111,76
629,9484,76
629,23465,67
629,3389,66
629,10197,65
629,21989,62
629,18130,57
629,21374,56
629,11590,52
629,24960,52
629,23504,50
629,22330,49
629,12869,49
629,2313,48
629,8055,47
629,1691,45
629,923,44
629,30573,43
629,25670,42
629,8346,42
629,9638,41
629,3392,40
629,23040,40
629,20774,39
629,32586,39
629,10210,39
629,15626,39
629,1642,38
629,19742,38
629,10891,38
629,22689,36
629,3371,36
629,23334,36
629,15169,34
629,3358,33
629,5951,33
629,3611,33
629,28740,33
629,4615,32
629,22545,31
629,12948,31
629,12868,31
629,27077,30
629,2104,29
629,25506,29
629,30590,29
629,25674,29
629,10644,28
629,26735,28
629,12940,28
629,30860,28
629,8344,28
629,11221,27
629,20282,27
629,25630,27
629,18139,27
629,20530,27
629,27535,26
629,14764,26
629,461,26
629,10163,26
629,31718,26
629,23680,26
629,18326,25
629,31656,25
629,30756,25
830,30574,4409
830,8717,3929
830,26837,3911
830,26771,3277
830,11743,2190
830,11557,1581
830,8755,1424
830,26894,908
830,22743,461
830,27398,444
830,26785,353
830,10059,330
830,11305,325
830,10064,201
830,28300,187
830,3389,183
830,26897,177
830,17213,169
830,22034,154
830,9221,152
830,3392,136
830,5207,128
830,1416,128
830,26816,125
830,18045,118
830,11370,115
830,10197,115
830,11590,114
830,30521,108
830,8751,105
830,7457,100
830,4949,96
830,3371,92
830,3358,89
830,30358,88
830,26842,82
830,21989,75
830,10210,74
830,27412,74
830,21238,74
830,1691,68
830,2277,63
830,26774,63
830,32586,62
830,9477,60
830,30672,56
830,27403,54
830,5090,53
830,31505,53
830,24960,50
830,2104,50
830,18367,50
830,28298,48
830,19524,47
830,15048,46
830,30445,46
830,20939,45
830,26884,45
830,11376,45
830,25647,44
830,29434,43
830,487,42
830,22753,41
830,25506,41
830,29418,41
830,12869,40
830,1642,39
830,923,39
830,10644,38
830,9638,38
830,12663,38
830,11497,37
830,26838,37
830,31944,37
830,27401,36
830,3377,32
830,22330,32
830,30800,32
830,10093,31
830,12940,31
830,30804,31
830,20774,30
830,5481,30
830,14064,29
830,12700,29
830,1659,28
830,8055,27
830,3379,27
830,5051,27
830,30860,27
830,25765,26
830,7404,26
830,9484,26
830,11287,26
830,25148,25
830,21024,25
830,9949,25
830,25151,24
830,25149,24
830,6122,24
865,30574,596234
865,8717,26269
865,11743,9712
865,11557,8698
865,7457,3089
865,11305,2297
865,23471,1979
865,22743,1597
865,5207,1360
865,4949,1232
865,22034,1194
865,28384,961
865,23150,889
865,15626,840
865,18367,814
865,21989,744
865,28341,732
865,1691,670
865,7404,576
865,11590,570
865,22753,567
865,8055,520
865,27095,452
865,33777,418
865,18919,405
865,1642,384
865,30521,374
865,1659,358
865,20774,334
865,14487,334
865,18045,333
865,12948,330
865,7563,321
865,3389,308
865,20849,297
865,11497,274
865,9221,265
865,3392,246
865,17213,240
865,25647,238
865,8067,236
865,26735,235
865,5051,223
865,18326,216
865,24960,207
865,10644,204
865,5090,198
865,31155,198
865,11978,198
865,15169,191
865,23465,184
865,5481,184
865,2104,179
865,10197,179
865,11505,175
865,33114,166
865,1416,165
865,27535,163
865,25152,159
865,22689,159
865,25151,155
865,3371,146
865,9886,145
865,15642,144
865,31133,142
865,923,139
865,30672,136
865,25150,134
865,10210,131
865,15624,128
865,32586,127
865,11574,126
865,7606,125
865,20731,124
865,1746,124
865,5656,119
865,20824,118
865,4959,117
865,25153,116
865,22545,116
865,18318,116
865,21689,113
865,23334,111
865,20282,110
865,29614,110
865,27111,109
865,30573,107
865,31505,107
865,17640,106
865,11106,104
865,25506,102
865,5655,102
865,26138,101
865,12315,101
865,4985,100
865,20288,99
865,20520,99
865,28259,97
865,18130,96
865,25149,95
952,30574,1252
952,23005,250
952,21689,98
952,8717,81
952,7077,61
952,21773,42
952,25630,39
952,6857,32
952,27095,23
952,24526,23
952,18045,22
952,7145,19
952,10304,16
952,11557,15
952,9221,14
952,11221,14
952,23013,14
952,17213,13
952,30521,13
952,20508,13
952,9484,12
952,11166,12
952,8354,12
952,5207,11
952,3389,11
952,22689,11
952,3371,11
952,15626,11
952,19316,11
952,23334,10
952,18640,9
952,25647,9
952,7159,9
952,17124,8
952,3392,8
952,1642,8
952,28341,8
952,7154,8
952,22743,7
952,25152,7
952,3379,7
952,23343,7
952,7156,7
952,30773,7
952,3377,6
952,31505,6
952,7203,6
952,1668,6
952,19322,6
952,23004,6
952,12847,6
952,14764,5
952,27111,5
952,30755,5
952,27077,5
952,27089,5
952,15624,5
952,10316,5
952,9477,5
952,25145,5
952,7094,5
952,14782,5
952,23021,5
952,20774,4
952,20849,4
952,5090,4
952,32586,4
952,3358,4
952,24999,4
952,25000,4
952,30756,4
952,1416,4
952,23040,4
952,14752,4
952,23323,4
952,21374,4
952,1669,4
952,25685,4
952,7879,4
952,4433,4
952,25628,4
952,895,4
952,24493,4
952,6798,4
952,20363,4
952,21724,4
952,6593,4
952,22753,3
952,5444,3
952,14779,3
952,25562,3
952,21739,3
952,29316,3
952,831,3
952,29388,3
952,33655,3
952,20351,3
952,20737,3
952,830,3
952,17155,3
960,30574,26678
960,11743,9364
960,20939,5740
960,11557,5077
960,30358,4563
960,8865,1937
960,22743,1714
960,5207,1712
960,29076,1274
960,27199,1024
960,1691,973
960,20994,965
960,14487,822
960,8517,820
960,9221,736
960,1642,661
960,30386,632
960,22753,605
960,8717,573
960,8055,532
960,1659,486
960,25647,460
960,20989,387
960,21989,378
960,11590,373
960,20774,373
960,12948,371
960,11305,322
960,1540,307
960,18045,272
960,20926,270
960,8067,263
960,20849,257
960,15169,246
960,14467,240
960,8020,237
960,1542,232
960,29083,217
960,26026,216
960,5090,198
960,10644,193
960,30521,193
960,8533,191
960,14552,174
960,8545,169
960,5481,165
960,30373,165
960,27535,162
960,9886,161
960,15924,161
960,26837,155
960,3389,153
960,18367,153
960,5842,153
960,17213,148
960,11978,147
960,3392,146
960,22689,144
960,10197,139
960,11497,138
960,20957,137
960,2277,134
960,22545,127
960,30381,123
960,26771,122
960,20288,117
960,5838,115
960,9336,112
960,2313,109
960,2104,108
960,4949,108
960,25685,108
960,10210,106
960,22944,105
960,20570,105
960,11505,98
960,20662,97
960,3371,95
960,23993,94
960,615,93
960,5444,93
960,24960,92
960,33777,90
960,7457,87
960,26138,87
960,21003,86
960,20205,86
960,32586,85
960,617,85
960,1128,84
960,14064,83
960,1416,83
960,25106,83
960,2938,80
960,11574,79
960,14764,78
960,20547,78
960,23349,76
960,25438,74
960,20279,73
968,11743,13725
968,8717,9968
968,11557,6024
968,30358,5358
968,30574,5231
968,5207,2283
968,22743,2235
968,8865,2013
968,29076,1507
968,14487,1379
968,1691,1244
968,20994,1160
968,22034,1018
968,27199,1011
968,9221,938
968,1642,923
968,8055,786
968,22753,776
968,1659,725
968,30386,707
968,25647,672
968,21989,623
968,12948,535
968,11590,490
968,20774,486
968,20989,480
968,20926,408
968,8067,391
968,11305,379
968,14467,379
968,20849,352
968,4949,337
968,1540,333
968,14552,324
968,18045,323
968,15169,312
968,8020,285
968,18367,264
968,17213,261
968,5090,260
968,1542,258
968,2938,242
968,10644,241
968,2277,239
968,8533,235
968,26026,234
968,26256,233
968,29083,232
968,7457,227
968,5481,225
968,11978,218
968,27535,212
968,22689,204
968,9886,202
968,3389,196
968,30373,194
968,9336,183
968,20957,180
968,11497,179
968,30521,172
968,22545,171
968,12452,171
968,33777,169
968,611,167
968,20288,166
968,5842,164
968,23993,162
968,10197,157
968,30381,156
968,617,155
968,3392,145
968,2313,139
968,20547,139
968,20570,139
968,26251,134
968,10210,133
968,615,132
968,24960,131
968,2104,131
968,5838,129
968,11505,128
968,20939,121
968,941,119
968,20824,117
968,3371,117
968,25438,117
968,26138,115
968,14064,115
968,8527,115
968,5444,110
968,14764,108
968,25106,108
968,20781,104
968,21003,103
968,1128,102
968,1416,102
968,5036,102
968,26837,101
968,26246,100
968,25685,100
1375,7457,1055
1375,11743,281
1375,23831,247
1375,11557,193
1375,7404,192
1375,22743,158
1375,21024,144
1375,5207,116
1375,18367,113
1375,11305,91
1375,9221,67
1375,14552,64
1375,14487,56
1375,1691,40
1375,22753,39
1375,26735,39
1375,13646,37
1375,10729,35
1375,14467,31
1375,30521,30
1375,7423,30
1375,20849,29
1375,14370,23
1375,13643,23
1375,25114,21
1375,22034,20
1375,7478,19
1375,18045,18
1375,20774,17
1375,22689,17
1375,12315,17
1375,32130,17
1375,2732,17
1375,5090,16
1375,32586,16
1375,2424,15
1375,30574,14
1375,15169,14
1375,23471,14
1375,3392,13
1375,21689,13
1375,7438,13
1375,2438,13
1375,26740,12
1375,26752,12
1375,7422,12
1375,7417,12
1375,2435,12
1375,21011,12
1375,2429,12
1375,3389,11
1375,3358,11
1375,10743,11
1375,17213,10
1375,1642,10
1375,25191,10
1375,20731,10
1375,23349,10
1375,11590,9
1375,30573,9
1375,22545,9
1375,30635,9
1375,29716,9
1375,2104,8
1375,22352,8
1375,5444,8
1375,13656,8
1375,10740,8
1375,17822,8
1375,14776,8
1375,21989,7
1375,20781,7
1375,26256,7
1375,9886,7
1375,26754,7
1375,18292,7
1375,29355,7
1375,3069,7
1375,219,7
1375,2425,7
1375,13654,7
1375,29011,6
1375,26138,6
1375,20797,6
1375,1659,6
1375,17358,6
1375,25106,6
1375,7668,6
1375,7658,6
1375,25647,6
1375,22758,6
1375,5332,6
1375,32799,6
1375,20737,6
1375,18322,6
1375,14379,6
1375,7446,6
1375,14064,5
1375,30551,5
1375,893,5
1426,30574,2238
1426,8717,184
1426,23471,128
1426,28384,97
1426,28341,75
1426,22743,72
1426,27095,63
1426,5207,54
1426,15626,54
1426,11557,51
1426,9221,31
1426,22034,30
1426,20811,28
1426,21989,24
1426,7606,24
1426,17213,23
1426,30521,23
1426,10210,23
1426,8055,22
1426,25647,20
1426,11743,19
1426,10197,19
1426,11305,18
1426,20774,18
1426,18045,16
1426,10094,16
1426,18367,15
1426,23150,15
1426,15642,14
1426,23334,13
1426,20849,12
1426,10644,12
1426,21773,12
1426,21689,12
1426,15169,11
1426,33777,11
1426,18130,11
1426,33616,11
1426,5090,10
1426,23148,9
1426,32586,8
1426,15624,8
1426,11978,8
1426,22930,8
1426,22689,7
1426,20797,7
1426,5481,7
1426,134,7
1426,15392,7
1426,11590,6
1426,14064,6
1426,18919,6
1426,1642,6
1426,27111,6
1426,5510,6
1426,12940,6
1426,31505,6
1426,23465,6
1426,25674,6
1426,10849,6
1426,23149,6
1426,7457,5
1426,27535,5
1426,25150,5
1426,20781,5
1426,22545,5
1426,12948,5
1426,1659,5
1426,31133,5
1426,25562,5
1426,27089,5
1426,22330,5
1426,24526,5
1426,23171,5
1426,11928,5
1426,22733,5
1426,20125,5
1426,21392,5
1426,28335,5
1426,9949,5
1426,10649,5
1426,17640,5
1426,22753,4
1426,24960,4
1426,11505,4
1426,14764,4
1426,8067,4
1426,21111,4
1426,27669,4
1426,9477,4
1426,22944,4
1426,6122,4
1426,14752,4
1426,20519,4
1426,21953,4
1426,22643,4
1426,17639,4
1426,10862,4
1426,24012,4
1426,5661,4
1427,30574,2915
1427,8717,630
1427,11557,297
1427,11743,146
1427,23471,121
1427,22034,117
1427,21989,97
1427,22753,83
1427,28384,74
1427,26138,72
1427,8055,71
1427,5207,65
1427,28341,58
1427,7606,56
1427,9221,55
1427,15626,53
1427,22743,51
1427,10644,34
1427,23150,34
1427,30521,33
1427,18045,30
1427,18640,30
1427,11590,29
1427,1642,28
1427,20774,27
1427,20849,27
1427,31505,24
1427,23465,22
1427,8067,21
1427,12948,21
1427,33777,21
1427,5481,21
1427,9886,19
1427,4949,19
1427,1416,18
1427,23148,18
1427,10197,17
1427,10210,17
1427,15169,16
1427,5090,16
1427,17213,16
1427,5656,16
1427,26126,15
1427,33616,15
1427,7457,14
1427,22689,14
1427,17640,14
1427,11978,13
1427,11305,12
1427,1659,12
1427,25630,12
1427,5655,12
1427,11497,11
1427,18326,11
1427,31155,11
1427,25647,11
1427,17639,11
1427,27535,10
1427,20781,10
1427,20288,10
1427,18919,10
1427,617,10
1427,19316,10
1427,10859,10
1427,20939,9
1427,31133,9
1427,18130,9
1427,134,9
1427,22816,9
1427,15392,9
1427,20888,9
1427,22570,9
1427,28261,9
1427,17645,9
1427,10665,9
1427,1691,8
1427,25150,8
1427,18367,8
1427,32586,8
1427,25438,8
1427,10093,8
1427,25149,8
1427,27095,8
1427,5510,8
1427,15624,8
1427,9484,8
1427,12452,8
1427,32099,8
1427,5051,8
1427,6122,8
1427,30590,8
1427,20125,8
1427,22930,8
1427,25167,7
1427,14064,7
1427,12940,7
1427,23171,7
1427,15642,7
1427,9949,7
1427,24517,7
1428,30574,23800
1428,8717,1489
1428,11743,644
1428,11557,460
1428,23150,370
1428,26138,183
1428,22743,171
1428,5207,132
1428,23471,130
1428,22034,125
1428,21989,124
1428,28384,95
1428,28341,93
1428,8055,89
1428,15626,74
1428,22753,71
1428,18367,61
1428,7606,59
1428,9221,44
1428,18640,39
1428,30521,36
1428,20774,34
1428,10210,31
1428,25647,31
1428,1659,30
1428,18045,29
1428,9886,29
1428,12948,27
1428,1642,26
1428,10644,25
1428,15169,24
1428,20849,24
1428,5481,24
1428,17213,23
1428,8067,23
1428,23148,23
1428,11590,22
1428,10197,21
1428,33777,21
1428,5090,20
1428,11497,18
1428,17645,18
1428,5656,18
1428,24960,17
1428,4949,17
1428,11978,17
1428,23465,17
1428,18919,16
1428,17640,16
1428,7457,15
1428,22689,15
1428,18326,15
1428,32586,15
1428,33760,15
1428,134,15
1428,22930,15
1428,27095,14
1428,18130,14
1428,20125,14
1428,29543,14
1428,33616,14
1428,11305,13
1428,18318,12
1428,10093,12
1428,20731,12
1428,5655,12
1428,10094,11
1428,15392,11
1428,23149,11
1428,27535,10
1428,20781,10
1428,26126,10
1428,923,10
1428,1416,10
1428,28525,10
1428,7654,10
1428,17639,10
1428,20824,9
1428,31133,9
1428,31140,9
1428,5510,9
1428,12940,9
1428,22944,9
1428,20888,9
1428,28189,9
1428,25674,9
1428,10862,9
1428,5661,9
1428,1691,8
1428,14064,8
1428,21111,8
1428,31505,8
1428,12869,8
1428,30339,8
1428,18664,8
1428,28259,8
1428,28261,8
1428,28764,8
1428,24012,8
1428,5657,8
1617,30574,51054
1617,21689,5705
1617,8717,4704
1617,11557,3917
1617,7457,3905
1617,14552,2936
1617,21773,2742
1617,26735,1229
1617,14467,1088
1617,19742,951
1617,5207,895
1617,11743,772
1617,32917,716
1617,22743,709
1617,14487,662
1617,25114,637
1617,7404,605
1617,3611,580
1617,19733,440
1617,12315,438
1617,26740,415
1617,18367,412
1617,4615,401
1617,32812,374
1617,14370,359
1617,33114,315
1617,1642,313
1617,16383,310
1617,4949,298
1617,27199,292
